"(106127689, 3787603646)"	1
"(1061531429, 1825841742)"	22
"(1061531454, 1061531803)"	11
"(1061531500, 1061531757)"	10
"(1061531593, 1061531807)"	5
"(1061531631, 1061531802)"	7
"(1260335220, 1260335264)"	1
"(1544782721, 1544809891)"	1
"(1692433919, 1692433920)"	10
"(1701844698, 6133359411)"	17
"(1763748995, 1764626357)"	2
"(1773076509, 1773076778)"	12
"(1919595918, 1919595927)"	3
"(1942053104, 2282435319)"	1
"(1942054020, 1942054055)"	1
"(1942054752, 1942054802)"	1
"(1942055308, 1942055324)"	1
"(2282434925, 2282434930)"	1
"(2282435296, 2282435302)"	1
"(246648219, 4133206254)"	1
"(246857084, 246889362)"	11
"(246858654, 587987721)"	1
"(246889572, 4207143428)"	3
"(247081122, 247085867)"	3
"(248708582, 595105472)"	2
"(272195270, 4143875757)"	1
"(274313934, 274317321)"	1
"(276035449, 3049953953)"	1
"(276204477, 592643527)"	8
"(276299137, 4501711072)"	2
"(276385904, 597428911)"	1
"(277029606, 277031447)"	2
"(277385463, 277386974)"	2
"(277387017, 3440153798)"	3
"(277628606, 2089937864)"	4
"(277629492, 6336148041)"	2
"(277630880, 5329772415)"	3
"(280633667, 4695130340)"	2
"(2907939241, 2907939252)"	1
"(2996303302, 2996303715)"	1
"(3046713421, 6219469864)"	3
"(3574648567, 5815234915)"	3
"(3638049583, 3638058983)"	1
"(370924677, 5779545445)"	2
"(371337165, 4207675399)"	7
"(371337175, 5843576975)"	1
"(371337227, 5916527828)"	1
"(4202929433, 5020036167)"	1
"(42421775, 42428657)"	10
"(42421969, 42435250)"	10
"(42421974, 1241742563)"	11
"(42422028, 42422035)"	1
"(42422042, 42428374)"	2
"(42422053, 6262915548)"	1
"(42422509, 42457925)"	4
"(42422592, 42431019)"	2
"(42422899, 42454010)"	26
"(42424427, 247222929)"	3
"(42425425, 589927965)"	1
"(42426135, 42443118)"	1
"(42426138, 5959765086)"	1
"(42427086, 42428962)"	1
"(42427278, 42430535)"	5
"(42427780, 42429104)"	2
"(42427797, 42427805)"	1
"(42427805, 42435420)"	30
"(42427812, 42435633)"	23
"(42427970, 4886250352)"	2
"(42427975, 42427979)"	16
"(42428045, 42428047)"	4
"(42428086, 42433066)"	1
"(42428253, 42430308)"	2
"(42428264, 42428268)"	11
"(42428272, 42439964)"	4
"(42428402, 272195271)"	4
"(42428433, 42440820)"	4
"(42428436, 42452048)"	3
"(42428468, 42428471)"	11
"(42428483, 42428489)"	30
"(42428489, 42446528)"	16
"(42428575, 1061531509)"	4
"(42428590, 42443320)"	3
"(42428604, 1733614298)"	1
"(42428653, 42431019)"	10
"(42428661, 42428663)"	9
"(42428701, 42428705)"	8
"(42428720, 1061531727)"	1
"(42428728, 1061531631)"	1
"(42428742, 1061531815)"	1
"(42428867, 42428869)"	1
"(42428947, 561035367)"	1
"(42428978, 2499757467)"	1
"(42428980, 42433041)"	1
"(42429006, 42429011)"	2
"(42429029, 42429032)"	2
"(42429072, 42429083)"	2
"(42429083, 42429094)"	2
"(42429100, 42429104)"	2
"(42429562, 42449597)"	1
"(42429645, 486868873)"	3
"(42429647, 1918039876)"	1
"(42429657, 42439272)"	5
"(42429682, 596776009)"	4
"(42429844, 42454798)"	7
"(42429874, 42453624)"	34
"(42429900, 42442895)"	19
"(42429970, 42431649)"	7
"(42429976, 42431654)"	12
"(42429980, 42449982)"	27
"(42430038, 42430041)"	3
"(42430102, 42442286)"	3
"(42430167, 4321677346)"	8
"(42430187, 42431773)"	10
"(42430231, 42430233)"	24
"(42430253, 42430255)"	19
"(42430304, 42430308)"	11
"(42430308, 42434946)"	2
"(42430333, 42437358)"	3
"(42430633, 42430639)"	6
"(42430739, 42430742)"	3
"(42430745, 42430747)"	2
"(42430761, 42430770)"	16
"(42430791, 42431785)"	2
"(42430811, 42430813)"	21
"(42430886, 3892037906)"	1
"(42430989, 42438819)"	1
"(42431111, 42431113)"	2
"(42431201, 2141026544)"	1
"(42431467, 42455452)"	1
"(42431519, 42431524)"	1
"(42431531, 5837088105)"	1
