"y2009, 100522728, 100522741, nit"	2.107
"y2009, 100522741, 561042199, nit"	2.107
"y2009, 100522741, 596775840, nit"	2.75
"y2009, 1061531429, 1061531777, nit"	9.725
"y2009, 1061531429, 1825841742, nit"	11.522
"y2009, 1061531447, 1061531509, nit"	9.725
"y2009, 1061531447, 1061531685, nit"	9.725
"y2009, 1061531448, 1061531491, nit"	1.951
"y2009, 1061531454, 1061531525, nit"	4.359
"y2009, 1061531454, 1061531803, nit"	12.629
"y2009, 1061531491, 1996323622, nit"	11.161
"y2009, 1061531496, 1061531575, nit"	7.408
"y2009, 1061531496, 1061531815, nit"	7.408
"y2009, 1061531500, 1061531634, nit"	959.084
"y2009, 1061531500, 1061531757, nit"	11.676
"y2009, 1061531504, 1061531727, nit"	7.408
"y2009, 1061531504, 1061531807, nit"	7.408
"y2009, 1061531509, 1061531777, nit"	9.725
"y2009, 1061531525, 1061531645, nit"	4.359
"y2009, 1061531527, 1061531707, nit"	11.161
"y2009, 1061531527, 1061531787, nit"	11.161
"y2009, 1061531550, 1061531683, nit"	4.359
"y2009, 1061531550, 1061531818, nit"	4.359
"y2009, 1061531566, 1061531634, nit"	12.629
"y2009, 1061531566, 1061531695, nit"	12.629
"y2009, 1061531575, 1061531654, nit"	7.408
"y2009, 1061531593, 1061531807, nit"	7.807
"y2009, 1061531593, 1061531847, nit"	9.112
"y2009, 1061531596, 1061531631, nit"	7.408
"y2009, 1061531596, 1061531730, nit"	7.408
"y2009, 1061531597, 1061531608, nit"	11.161
"y2009, 1061531597, 1996323622, nit"	11.161
"y2009, 1061531603, 1061531637, nit"	4.359
"y2009, 1061531603, 1061531839, nit"	4.359
"y2009, 1061531608, 1061531787, nit"	11.161
"y2009, 1061531631, 1061531802, nit"	7.408
"y2009, 1061531637, 1061531810, nit"	4.359
"y2009, 1061531645, 1061531818, nit"	4.359
"y2009, 1061531654, 1061531717, nit"	5.997
"y2009, 1061531682, 1061531731, nit"	4.359
"y2009, 1061531682, 1061531768, nit"	4.359
"y2009, 1061531683, 1061531839, nit"	4.359
"y2009, 1061531685, 5117963654, nit"	9.725
"y2009, 1061531695, 1061531803, nit"	12.629
"y2009, 1061531707, 3718672443, nit"	1.435
"y2009, 1061531727, 1061531730, nit"	7.408
